Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
849,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,33.0,1991,8,3,260,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0.00,0.12,2,3,13,1,0,0.0,0.35,0.00,0.00,,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2,65,95,68.4,1056,387,0,0.1,0.1,-0.1,2,6,3,3,3,79,16,1,0,0,12,15,0,0,0,0,65,10,9,5,5,0,9,33.3,6,7,3,4,2,12,12,1,3,1.04,3,0,0,0,0,0,0,0.00,136,15,47,47,43,4,136,1,0,0.0,1,100.0,55,232,106,2,1,0,3,0,66,13,1,0,0,7,1,2,12,2,9,0,0,0,9,1,9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,21.0,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,0.31,0.31,42,17,60,13,5,38.5,2.02,0.78,0.00,0.00,31.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4,123,197,62.4,2150,601,2,1.6,1.4,+0.4,6,7,7,2,17,186,11,1,2,2,30,9,1,0,0,0,123,21,15,13,2,6,19,57.9,8,7,0,7,4,25,12,0,17,2.64,10,0,2,1,4,0,3,0.47,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,42,24,15,18,12,216,60,0,0,0,11,20,2,30,4,15,0,0,0,38,14,13,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Ansu Fati,es ESP,FW,Barcelona,es La Liga,22.0,2002,4,1,127,1.4,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,0.00,0.46,4,3,16,5,3,60.0,3.54,2.13,0.00,0.00,14.0,0,0,0,0.6,0.6,0.12,-0.6,-0.6,53,63,84.1,607,86,0,0.1,0.2,-0.1,1,2,3,0,3,59,3,3,2,0,0,0,0,0,0,0,53,1,1,0,1,0,0,,0,0,0,0,0,1,0,1,4,2.83,3,0,0,1,0,0,0,0.00,81,0,7,35,41,10,81,5,2,40.0,2,40.0,58,305,121,4,5,1,6,2,67,16,1,0,0,1,2,1,0,0,1,0,0,0,4,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20.0,2004,13,6,646,7.2,0,0,0,0,0,0,2,0,0.8,0.8,0.2,0.9,0.00,0.13,10,34,13,8,2,25.0,1.11,0.28,0.00,0.00,24.6,0,0,0,0.8,0.8,0.10,-0.8,-0.8,295,343,86.0,5266,1302,0,0.2,0.3,-0.2,5,26,2,0,34,333,10,9,2,4,3,1,0,0,0,0,295,26,13,11,14,1,21,57.1,9,11,1,10,7,33,14,1,16,2.23,14,0,0,0,2,0,1,0.14,437,19,107,259,77,7,437,16,8,50.0,8,50.0,210,1282,515,10,5,2,11,9,263,13,2,0,0,13,20,0,3,7,13,0,0,1,49,6,5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Jacopo Fazzini,it ITA,"MF,FW",Empoli,it Serie A,22.0,2003,12,9,769,8.5,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,0.00,0.11,17,24,47,11,3,27.3,1.29,0.35,0.00,0.00,17.8,1,0,0,0.8,0.8,0.07,-0.8,-0.8,161,219,73.5,2474,726,0,0.2,0.3,-0.2,5,14,2,0,24,198,19,4,3,0,20,1,12,2,2,0,161,21,11,9,10,2,17,58.8,7,8,1,7,5,26,15,0,25,2.92,15,1,2,2,5,0,3,0.35,345,12,61,162,130,24,345,25,11,44.0,10,40.0,200,1318,646,17,13,9,25,24,224,47,1,0,0,18,20,2,20,5,11,0,0,0,40,8,11,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31.0,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,0.50,0.61,9,10,18,7,1,14.3,3.50,0.50,0.00,0.00,23.5,0,0,0,0.7,0.7,0.10,-0.7,-0.7,67,82,81.7,1052,381,1,0.5,0.8,+0.5,6,5,6,2,10,71,11,3,1,1,10,0,8,3,3,0,67,3,2,1,1,1,2,50.0,1,2,0,2,0,3,0,0,12,6.00,9,2,0,0,0,1,1,0.50,107,0,3,52,53,6,107,5,0,0.0,4,80.0,72,479,259,9,4,2,4,6,85,18,0,0,0,3,7,0,10,0,2,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23.0,2001,17,8,816,9.1,0,3,3,0,0,0,1,0,0.6,0.6,1.0,1.6,0.33,0.18,37,16,67,10,6,60.0,1.10,0.66,0.00,0.00,12.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,171,244,70.1,2227,692,3,1.0,0.7,+2.0,9,10,2,0,16,225,17,1,0,2,21,5,11,6,4,0,171,16,12,8,6,2,9,44.4,5,9,0,9,6,22,7,0,29,3.20,17,2,8,1,1,0,4,0.44,374,12,71,130,180,34,374,50,17,34.0,25,50.0,228,1595,895,37,17,18,23,9,248,67,1,0,0,16,16,3,21,6,12,0,1,0,44,6,9,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,28.0,1997,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,28,32,87.5,419,108,0,0.0,0.0,0.0,0,1,0,0,1,29,3,0,0,0,0,2,0,0,0,0,28,2,1,2,0,0,1,0.0,1,2,2,0,1,3,1,0,0,0.00,0,0,0,0,0,0,0,0.00,43,6,20,22,1,0,43,1,0,0.0,1,100.0,19,63,22,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,25.0,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,0.49,0.78,21,26,30,20,5,25.0,4.88,1.22,0.05,0.20,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2,171,199,85.9,2588,663,1,1.0,0.5,0.0,6,22,8,0,26,193,5,2,2,1,0,3,0,0,0,0,171,8,3,2,5,1,9,55.6,4,2,0,2,3,11,2,0,18,4.38,12,0,2,3,1,0,3,0.73,272,2,26,128,125,30,272,31,10,32.3,14,45.2,193,1248,712,21,13,5,6,4,218,30,2,0,0,6,17,1,0,3,3,0,0,0,22,4,5,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,João Félix,pt POR,MF,Milan,it Serie A,25.0,1999,7,4,421,4.7,0,0,0,0,0,0,1,0,1.8,1.8,0.5,2.3,0.00,0.50,12,24,33,17,4,23.5,3.63,0.86,0.00,0.00,16.6,0,0,0,1.8,1.8,0.11,-1.8,-1.8,117,153,76.5,1786,639,0,0.5,0.9,-0.5,4,15,5,0,24,144,6,1,1,1,3,4,0,0,0,0,117,3,3,1,2,0,7,28.6,5,1,0,1,0,3,6,0,15,3.21,11,0,2,1,1,0,2,0.43,223,5,24,105,98,29,223,25,11,44.0,12,48.0,158,849,406,12,13,7,11,4,174,33,1,0,0,5,14,2,3,0,3,0,0,0,18,4,5,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,34.0,1991,21,21,1725,19.2,0,1,1,0,0,0,6,0,0.4,0.4,1.1,1.4,0.05,0.07,45,88,37,3,0,0.0,0.16,0.00,0.00,,24.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4,1039,1174,88.5,17378,5583,1,1.1,1.8,-0.1,13,88,19,11,88,967,205,46,1,8,40,158,0,0,0,0,1039,37,25,26,10,1,42,54.8,19,15,8,7,30,67,41,2,38,1.98,32,2,2,0,0,2,4,0.21,1324,69,474,645,216,9,1324,21,16,76.2,4,19.0,692,3971,2121,45,23,0,19,8,800,37,6,0,0,16,12,1,40,30,25,0,0,0,79,4,9,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,20.0,2004,5,0,95,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.6,0.00,0.52,1,0,5,4,1,25.0,3.79,0.95,0.00,0.00,19.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,18,23,78.3,198,11,0,0.3,0.3,-0.3,2,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,18,1,0,0,0,1,0,,0,2,1,1,1,2,1,0,4,3.79,2,0,1,1,0,0,0,0.00,44,0,3,17,24,9,44,5,3,60.0,2,40.0,20,88,38,1,1,1,5,2,26,5,0,0,0,1,1,0,0,1,0,0,0,0,6,5,6,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,20.0,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,0.37,0.35,2,1,9,7,2,28.6,2.56,0.73,0.14,0.50,19.2,1,0,0,0.5,0.5,0.08,+0.5,+0.5,43,58,74.1,484,44,0,0.4,0.4,-0.4,3,1,0,0,1,52,5,0,0,0,0,0,0,0,0,0,43,4,3,0,3,1,5,40.0,3,3,1,2,0,4,4,0,4,1.47,3,0,1,0,0,0,0,0.00,88,7,13,50,26,9,88,2,1,50.0,1,50.0,42,183,56,2,1,2,5,6,52,9,0,0,0,3,1,0,0,0,3,0,0,0,10,4,9,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,25.0,1999,12,6,623,6.9,1,1,2,0,1,1,0,0,0.8,0.0,0.8,0.9,0.14,0.24,12,30,19,1,1,100.0,0.14,0.14,0.00,0.00,41.5,0,1,1,0.8,0.0,0.02,+0.2,0.0,352,404,87.1,5941,1326,1,0.8,0.5,+0.2,9,37,4,0,30,379,23,12,1,0,9,3,7,3,3,0,352,17,9,2,10,5,12,58.3,5,6,2,4,3,20,9,0,18,2.60,16,1,0,0,0,1,1,0.14,468,10,53,298,119,9,467,7,3,42.9,2,28.6,296,1664,707,12,15,2,9,7,328,19,0,0,0,21,11,1,9,3,9,0,0,0,19,7,10,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Zinedine Ferhat,dz ALG,FW,Angers,fr Ligue 1,32.0,1993,18,6,687,7.6,2,0,2,2,0,0,1,0,1.4,1.4,2.0,3.4,0.26,0.44,14,32,53,12,5,41.7,1.57,0.66,0.17,0.40,20.4,2,0,0,1.4,1.4,0.11,+0.6,+0.6,240,358,67.0,3854,1254,0,2.0,1.7,-2.0,12,16,12,3,32,314,40,13,3,3,49,5,22,4,14,2,240,6,4,1,3,2,9,33.3,6,8,0,8,8,14,11,0,25,3.28,19,4,1,1,0,0,1,0.13,442,9,54,206,187,19,442,17,8,47.1,7,41.2,250,1260,472,14,9,4,19,13,316,53,1,0,0,10,13,2,49,8,4,0,0,0,39,14,13,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,30.0,1994,28,28,2375,26.4,8,9,17,5,3,3,4,2,8.5,6.2,6.0,12.2,0.53,0.55,58,231,108,72,21,29.2,2.73,0.80,0.07,0.24,21.6,10,3,3,8.5,6.2,0.09,-0.5,-1.2,1284,1714,74.9,22425,7925,9,6.0,5.5,+3.0,66,156,55,8,231,1519,183,80,21,14,145,14,68,37,14,3,1284,65,39,17,35,13,65,40.0,39,27,4,23,21,86,30,2,139,5.27,96,25,4,6,6,2,12,0.45,2021,50,331,961,749,66,2018,51,20,39.2,26,51.0,1160,5518,2937,58,50,9,29,29,1415,108,4,2,1,22,32,2,145,21,39,0,0,0,161,18,25,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,Edimilson Fernandes,ch SUI,MF,Brest,fr Ligue 1,28.0,1996,15,9,818,9.1,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,0.11,0.10,4,30,1,9,2,22.2,0.99,0.22,0.00,0.00,23.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,367,425,86.4,6401,1391,1,0.5,0.3,+0.5,6,32,2,0,30,421,4,4,1,3,4,0,0,0,0,0,367,8,6,2,6,0,10,60.0,4,11,4,7,17,25,24,1,13,1.43,9,0,0,1,2,1,1,0.11,512,27,136,314,66,7,512,3,2,66.7,1,33.3,291,1799,691,4,7,0,14,8,343,1,1,0,0,7,6,0,4,17,6,0,1,0,54,11,8,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20.0,2004,27,25,2141,23.8,1,2,3,1,0,0,7,0,3.1,3.1,2.0,5.2,0.13,0.22,62,107,76,29,11,37.9,1.22,0.46,0.03,0.09,17.8,3,0,0,3.1,3.1,0.11,-2.1,-2.1,808,1017,79.4,13727,3250,2,2.0,2.6,0.0,25,68,17,3,107,887,129,45,8,6,85,8,44,31,12,0,808,67,39,36,20,11,51,45.1,28,31,3,28,16,83,24,5,57,2.40,34,11,3,5,3,1,5,0.21,1299,48,285,639,405,39,1299,83,38,45.8,38,45.8,663,4384,2396,62,53,8,38,27,805,76,7,0,0,34,39,3,85,16,39,0,0,0,129,12,9,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26.0,1998,8,7,657,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0.00,0.02,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,185,293,63.1,4960,3505,0,0.1,0.0,-0.1,1,6,0,0,0,237,55,17,0,0,0,0,0,0,0,0,185,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,2,0.27,2,0,0,0,0,0,0,0.00,316,242,314,2,0,0,316,0,0,,0,,168,738,326,0,0,0,0,0,187,0,2,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0,12,1.64,29,17,65.5,2,1,4,3,42.9,2,2,0,0,8.4,0.22,-3.6,-0.49,37,138,26.8,254,24,42.1,35.1,97,5,5.2,14,1.92,17.5
868,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24.0,2001,27,23,2141,23.8,4,5,9,4,0,0,6,0,4.4,4.4,5.1,9.5,0.38,0.40,42,157,85,39,14,35.9,1.64,0.59,0.10,0.29,18.3,2,0,0,4.4,4.4,0.11,-0.4,-0.4,1184,1469,80.6,20674,5719,5,5.1,5.1,-0.1,58,123,29,4,157,1353,108,42,12,20,75,4,59,36,8,0,1184,54,27,13,26,15,67,38.8,41,30,5,25,10,64,17,4,109,4.58,84,13,2,4,1,5,13,0.55,1705,29,273,873,569,63,1705,40,20,50.0,13,32.5,913,4085,2006,42,40,6,22,25,1242,85,6,0,0,43,38,1,75,10,27,0,0,0,117,12,25,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22.0,2002,8,7,577,6.4,2,0,2,2,0,0,1,0,1.0,1.0,0.1,1.2,0.31,0.18,4,7,15,5,2,40.0,0.78,0.31,0.40,1.00,10.6,0,0,0,1.0,1.0,0.21,+1.0,+1.0,66,104,63.5,779,116,0,0.1,0.1,-0.1,3,3,3,0,7,100,4,0,0,0,1,0,0,0,0,0,66,4,4,2,1,1,0,,0,3,1,2,2,6,8,0,11,1.72,7,0,2,0,1,1,2,0.31,181,9,29,89,67,12,181,12,7,58.3,5,41.7,98,399,147,4,6,1,29,9,121,15,1,0,0,16,10,2,1,2,4,0,0,0,16,14,23,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,25.0,1999,14,1,244,2.7,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,0.74,0.31,2,5,10,3,3,100.0,1.11,1.11,0.67,0.67,10.3,0,0,0,0.8,0.8,0.28,+1.2,+1.2,64,73,87.7,813,187,0,0.0,0.1,0.0,0,2,2,1,5,71,2,0,0,0,3,2,0,0,0,0,64,8,7,3,2,3,7,71.4,2,3,1,2,0,8,1,0,4,1.47,3,0,0,0,0,1,3,1.10,102,5,20,53,31,8,102,4,0,0.0,4,100.0,56,297,103,2,2,1,3,3,67,10,1,0,0,3,1,1,3,0,7,0,0,0,16,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20.0,2005,14,5,484,5.4,1,1,2,1,0,0,3,0,0.3,0.3,1.1,1.4,0.37,0.26,25,12,39,6,4,66.7,1.12,0.74,0.17,0.25,20.2,0,0,0,0.3,0.3,0.06,+0.7,+0.7,105,144,72.9,1594,337,1,1.1,0.7,-0.1,6,5,5,0,12,136,7,2,1,1,12,0,5,4,0,0,105,6,4,3,3,0,8,50.0,4,5,0,5,1,7,4,0,12,2.23,9,2,0,0,1,0,3,0.56,213,5,24,73,121,24,213,35,14,40.0,18,51.4,138,1301,707,25,15,15,12,6,156,39,3,0,0,7,13,0,12,1,4,1,0,0,14,0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,33.0,1992,17,13,1132,12.6,0,1,1,0,0,0,5,1,0.3,0.3,0.5,0.8,0.08,0.06,8,89,26,11,2,18.2,0.87,0.16,0.00,0.00,26.6,0,0,0,0.3,0.3,0.02,-0.3,-0.3,666,755,88.2,11963,3219,1,0.5,0.9,+0.5,8,69,4,3,89,718,35,24,0,3,14,11,0,0,0,0,666,28,13,13,14,1,23,47.8,12,10,1,9,8,36,13,0,28,2.23,25,0,0,2,1,0,4,0.32,863,18,188,521,162,9,863,14,2,14.3,9,64.3,477,2197,922,8,7,0,7,20,627,26,5,1,0,20,15,0,14,8,13,0,1,0,86,9,10,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Daniel Fila,cz CZE,FW,Venezia,it Serie A,22.0,2002,4,3,218,2.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,0.00,0.19,4,7,16,4,2,50.0,1.65,0.83,0.00,0.00,16.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,37,44,84.1,504,87,0,0.1,0.1,-0.1,4,3,3,0,7,41,3,0,0,0,0,0,0,0,0,0,37,1,0,0,0,1,2,0.0,2,4,0,4,0,1,4,0,11,4.54,7,0,2,1,1,0,0,0.00,71,4,6,28,38,11,71,2,2,100.0,0,0.0,43,231,92,4,4,1,8,5,48,16,1,0,0,7,2,1,0,0,0,0,0,0,3,0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26.0,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,4,50.0,18,0,0,0.0,0.0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,4,0,2,2,0,0,4,0,0,,0,,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,24.0,2000,25,22,1721,19.1,0,0,0,0,0,0,5,0,0.2,0.2,0.3,0.5,0.00,0.03,33,69,55,4,0,0.0,0.21,0.00,0.00,,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,692,892,77.6,11818,3620,0,0.3,0.6,-0.3,7,47,13,2,69,689,202,9,0,3,24,193,0,0,0,0,692,47,31,37,6,4,72,48.6,37,34,6,28,14,61,72,2,22,1.15,17,3,0,1,0,1,1,0.05,1112,65,385,488,248,16,1112,20,9,45.0,11,55.0,483,2692,1237,33,22,5,25,7,551,55,5,0,0,24,3,0,24,14,31,0,0,0,59,15,21,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31.0,1993,28,28,2465,27.4,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0.04,0.01,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,979,1321,74.1,28062,18778,1,0.2,0.1,+0.8,2,38,2,0,0,1070,245,104,0,5,0,0,0,0,0,0,979,3,3,3,0,0,7,28.6,5,1,0,1,0,3,22,3,6,0.22,3,3,0,0,0,0,1,0.04,1406,1096,1367,44,0,0,1406,1,1,100.0,0,0.0,870,4398,2486,0,0,0,2,0,800,0,1,0,0,0,3,0,0,0,3,0,0,0,35,4,0,100.0,43,1.57,161,120,73.9,12,5,11,4,14.3,1,1,0,0,43.2,0.27,+2.2,+0.08,176,474,37.1,1174,96,32.6,34.0,455,37,8.1,27,0.99,11.4
877,Mateo Flores,es ESP,MF,Betis,es La Liga,20.0,2004,6,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,9,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,56,69,81.2,955,282,0,0.0,0.1,0.0,0,3,1,1,9,67,2,2,0,0,1,0,0,0,0,0,56,3,1,3,0,0,1,100.0,0,1,0,1,2,5,3,0,2,1.18,2,0,0,0,0,0,0,0.00,84,4,27,47,11,1,84,0,0,,0,,47,189,55,0,0,0,3,3,50,2,1,0,0,4,1,0,1,2,1,0,0,0,12,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24.0,2000,24,18,1629,18.1,7,2,9,7,0,0,2,0,4.9,4.9,4.7,9.5,0.50,0.53,46,94,116,50,16,32.0,2.76,0.88,0.14,0.44,18.6,2,0,0,4.9,4.9,0.10,+2.1,+2.1,731,863,84.7,11420,2435,2,4.7,5.1,-2.7,41,39,35,5,94,783,77,20,7,2,72,4,42,26,8,1,731,12,5,5,4,3,17,41.2,10,12,1,11,9,21,7,1,83,4.59,55,18,2,5,3,0,9,0.50,1049,13,80,363,615,78,1049,37,13,35.1,19,51.4,666,3419,1643,46,29,15,35,27,822,116,2,0,0,5,31,3,72,9,5,0,0,0,55,3,7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19.0,2005,24,12,1206,13.4,4,4,8,4,0,0,1,0,3.6,3.6,2.5,6.1,0.60,0.46,77,38,140,26,13,50.0,1.94,0.97,0.15,0.31,13.9,0,0,0,3.6,3.6,0.14,+0.4,+0.4,357,468,76.3,5044,1154,4,2.5,3.0,+1.5,14,20,23,10,38,455,12,1,1,0,48,11,0,0,0,0,357,16,8,7,8,1,14,50.0,7,10,0,10,8,24,6,0,38,2.84,27,0,5,2,4,0,10,0.75,618,7,67,234,335,70,618,45,19,42.2,23,51.1,425,3191,1932,77,41,25,29,15,471,140,1,0,0,9,27,5,48,8,8,1,0,0,50,2,9,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Rayan Fofana,fr FRA,"FW,MF",Lens,fr Ligue 1,19.0,2006,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,5,8,62.5,59,0,0,0.0,0.0,0.0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,2,2,1,1,0,0,,0,0,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0,0.00,14,0,3,7,5,0,14,1,0,0.0,1,100.0,7,36,3,0,0,0,1,0,6,2,0,0,0,1,1,0,0,0,2,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29.0,1995,9,4,441,4.9,1,1,2,1,0,0,3,0,0.7,0.7,0.7,1.4,0.41,0.29,20,39,21,12,3,25.0,2.45,0.61,0.08,0.33,20.8,0,0,0,0.7,0.7,0.06,+0.3,+0.3,250,279,89.6,3880,1020,1,0.7,0.7,+0.3,10,26,8,2,39,272,6,5,1,5,4,1,0,0,0,0,250,7,4,2,5,0,2,0.0,2,4,1,3,5,12,3,0,20,4.08,16,0,1,2,1,0,2,0.41,327,4,39,180,110,14,327,16,8,50.0,7,43.8,197,1289,677,20,13,1,3,6,257,21,3,0,0,4,6,1,4,5,4,0,0,0,22,5,2,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
