Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1064,Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,21.0,2003,24,17,1551,17.2,0,1,1,0,0,0,3,0,1.6,1.6,1.0,2.5,0.06,0.15,39,92,73,19,3,15.8,1.10,0.17,0.00,0.00,21.1,0,0,0,1.6,1.6,0.08,-1.6,-1.6,1007,1163,86.6,16497,4065,1,1.0,1.5,0.0,14,90,12,4,92,1017,145,34,1,3,40,111,0,0,0,0,1007,40,26,24,14,2,42,52.4,20,26,7,19,18,58,38,4,44,2.55,43,0,0,1,0,0,4,0.23,1339,46,331,650,367,36,1339,12,3,25.0,9,75.0,728,3674,1832,39,31,5,13,14,894,73,3,0,0,17,15,1,40,18,26,0,0,0,93,7,11,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Miguel Gutiérrez,es ESP,"DF,MF",Girona,es La Liga,23.0,2001,25,25,2114,23.5,1,5,6,1,0,0,3,0,1.5,1.5,3.8,5.3,0.26,0.23,54,95,178,24,8,33.3,1.02,0.34,0.04,0.13,22.3,2,0,0,1.5,1.5,0.06,-0.5,-0.5,1093,1316,83.1,17835,4317,5,3.8,4.3,+1.2,37,51,48,25,95,1100,206,30,4,11,134,157,19,2,16,0,1093,34,22,17,14,3,31,48.4,16,14,5,9,13,47,30,2,65,2.77,51,10,0,3,1,0,8,0.34,1519,56,319,578,636,43,1519,43,21,48.8,20,46.5,863,4696,2012,54,39,8,30,19,1017,178,3,0,0,23,24,5,134,13,22,0,1,0,123,4,12,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Albert Guðmundsson,is ISL,"MF,FW",Fiorentina,it Serie A,27.0,1997,17,11,854,9.5,6,0,6,4,2,2,2,0,3.5,1.9,0.9,2.8,0.42,0.46,22,28,35,19,8,42.1,2.00,0.84,0.21,0.50,22.2,2,2,2,3.5,1.9,0.10,+2.5,+2.1,250,308,81.2,3571,753,0,0.9,0.6,-0.9,8,24,2,0,28,275,33,7,0,1,18,5,6,6,0,0,250,6,2,2,2,2,11,45.5,6,4,0,4,6,12,5,1,26,2.74,17,2,1,3,3,0,3,0.32,390,6,52,201,142,21,388,14,6,42.9,3,21.4,239,1513,658,22,14,4,19,9,271,35,2,0,0,10,15,2,18,6,2,1,0,0,35,3,9,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,23.0,2002,28,27,2468,27.4,5,0,5,5,0,0,1,0,4.2,3.8,1.9,5.8,0.18,0.22,73,205,95,34,11,32.4,1.24,0.40,0.15,0.45,13.4,0,0,0,4.2,3.8,0.11,+0.8,+1.2,1808,2012,89.9,28629,7236,0,1.9,2.5,-1.9,24,174,18,1,205,1844,161,29,3,6,19,132,0,0,0,0,1808,47,31,22,15,10,33,54.5,15,33,15,18,30,77,91,8,60,2.19,56,1,2,1,0,0,6,0.22,2304,99,554,1081,690,79,2304,38,22,57.9,13,34.2,1453,7632,4264,73,84,13,20,14,1661,95,1,0,0,12,18,2,19,30,31,0,0,0,114,42,25,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,it Serie A,31.0,1994,29,29,2533,28.1,2,1,3,2,0,0,4,0,3.4,3.4,0.5,3.9,0.11,0.14,18,40,86,16,7,43.8,0.57,0.25,0.13,0.29,10.1,0,0,0,3.4,3.4,0.21,-1.4,-1.4,666,853,78.1,10181,3573,1,0.5,1.3,+0.5,9,37,11,5,40,627,222,2,2,2,25,220,0,0,0,0,666,51,28,31,14,6,34,70.6,10,20,7,13,6,57,68,0,26,0.92,21,3,0,1,1,0,3,0.11,1103,78,282,562,270,39,1103,28,17,60.7,9,32.1,453,1972,697,18,11,7,42,22,540,86,4,0,0,35,15,11,25,6,28,0,0,1,117,31,55,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Christian Gytkjær,dk DEN,FW,Venezia,it Serie A,34.0,1990,21,2,344,3.8,2,0,2,1,1,1,0,0,1.5,0.8,0.1,0.9,0.26,0.43,2,2,23,7,2,28.6,1.83,0.52,0.14,0.50,16.8,1,1,1,1.5,0.8,0.11,+0.5,+0.2,44,78,56.4,555,73,0,0.1,0.1,-0.1,3,4,2,0,2,70,8,0,0,0,0,0,0,0,0,0,44,5,3,2,1,2,2,50.0,1,1,1,0,0,5,5,0,4,1.04,3,0,0,1,0,0,1,0.26,120,6,9,63,49,12,119,0,0,,0,,69,212,55,2,2,2,11,5,92,23,0,0,0,7,3,4,0,0,3,0,0,0,8,9,19,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,24.0,2000,28,28,2480,27.6,21,3,24,19,2,3,2,0,20.8,18.4,2.8,21.2,0.80,0.86,19,18,103,99,54,54.5,3.59,1.96,0.19,0.35,12.2,1,2,3,20.8,18.4,0.19,+0.2,+0.6,225,341,66.0,2706,532,3,2.8,1.8,+0.2,26,9,7,1,18,333,7,0,1,0,3,1,0,0,0,0,225,9,5,3,3,3,6,33.3,4,11,1,10,5,14,23,0,62,2.25,43,0,8,10,1,0,9,0.33,578,22,39,200,344,170,575,32,11,34.4,19,59.4,272,1310,478,19,14,19,39,25,427,103,2,0,0,22,12,4,3,5,5,0,0,0,29,49,45,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Nicolas Haas,ch SUI,MF,Empoli,it Serie A,29.0,1996,10,2,287,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.00,0.02,2,9,2,1,0,0.0,0.31,0.00,0.00,,31.7,0,0,0,0.0,0.0,0.01,0.0,0.0,99,121,81.8,1517,372,0,0.1,0.0,-0.1,2,5,0,0,9,119,1,0,0,0,0,1,0,0,0,0,99,11,8,4,5,2,9,55.6,4,2,1,1,4,15,6,0,8,2.51,6,0,0,0,0,2,0,0.00,155,4,45,86,25,1,155,1,0,0.0,0,0.0,73,258,105,2,1,0,3,3,83,2,1,0,0,11,3,0,0,4,8,0,0,0,19,3,5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Janik Haberer,de GER,"MF,DF",Union Berlin,de Bundesliga,30.0,1994,20,13,1041,11.6,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,0.00,0.07,5,37,16,10,1,10.0,0.86,0.09,0.00,0.00,20.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,361,487,74.1,5802,1676,0,0.3,1.3,-0.3,4,29,6,0,37,441,44,2,1,1,11,37,0,0,0,0,361,18,13,6,10,2,26,53.8,12,10,0,10,10,28,28,0,23,1.99,18,1,0,2,2,0,0,0.00,589,28,168,318,108,12,589,4,1,25.0,3,75.0,273,959,389,5,2,0,4,6,326,16,0,0,0,16,9,2,11,10,13,0,0,0,56,12,21,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Robin Hack,de GER,FW,Gladbach,de Bundesliga,26.0,1998,25,20,1606,17.8,4,5,9,4,0,0,4,0,4.0,4.0,2.5,6.4,0.50,0.36,39,72,106,42,19,45.2,2.35,1.06,0.10,0.21,20.6,0,0,0,4.0,4.0,0.09,0.0,0.0,517,658,78.6,7899,2264,5,2.5,2.6,+2.5,18,41,22,7,72,616,41,11,12,6,39,16,14,11,1,0,517,17,13,8,6,3,24,45.8,13,20,1,19,7,24,24,0,50,2.80,39,2,2,3,3,1,9,0.50,874,20,152,425,311,57,874,50,18,36.0,29,58.0,510,2914,1360,39,36,15,45,33,603,106,4,0,0,17,16,8,39,7,13,1,0,0,91,15,18,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Saad El Haddad,ma MAR,MF,Venezia,it Serie A,19.0,2005,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.07,1,1,6,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,11,14,78.6,169,13,0,0.0,0.0,0.0,1,1,0,0,1,13,1,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,6.00,2,0,0,0,0,0,0,0.00,22,0,0,14,8,1,22,0,0,,0,,15,110,35,1,0,0,4,2,15,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Munir El Haddadi,ma MAR,"MF,FW",Leganés,es La Liga,29.0,1995,16,6,518,5.8,2,0,2,2,0,0,1,1,0.6,0.6,0.6,1.2,0.35,0.20,6,14,24,8,4,50.0,1.39,0.69,0.25,0.50,21.0,1,0,0,0.6,0.6,0.07,+1.4,+1.4,102,146,69.9,1293,351,0,0.6,0.3,-0.6,3,7,3,1,14,139,4,2,1,0,9,0,1,0,1,0,102,11,8,5,4,2,9,33.3,6,6,1,5,0,11,1,1,8,1.39,4,0,1,1,2,0,1,0.17,216,1,31,109,78,7,216,15,3,20.0,11,73.3,127,547,146,6,3,1,15,12,159,24,1,1,0,11,21,5,9,0,8,0,0,0,25,8,18,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,27.0,1998,22,14,1115,12.4,0,1,1,0,0,0,7,0,1.1,1.1,0.8,1.8,0.08,0.15,6,55,19,14,0,0.0,1.13,0.00,0.00,,18.2,0,0,0,1.1,1.1,0.08,-1.1,-1.1,637,790,80.6,9930,2968,1,0.8,1.0,+0.2,4,54,12,2,55,773,16,9,6,1,11,7,0,0,0,0,637,24,13,10,13,1,23,43.5,13,35,9,26,17,41,51,0,24,1.94,21,0,0,2,1,0,3,0.24,958,54,229,609,125,11,958,10,7,70.0,3,30.0,454,1622,653,6,5,0,6,7,617,19,7,0,0,19,8,0,11,17,13,0,0,0,72,26,22,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Massadio Haïdara,ml MLI,DF,Brest,fr Ligue 1,32.0,1992,15,14,1145,12.7,0,0,0,0,0,0,3,2,0.2,0.2,0.3,0.5,0.00,0.04,24,54,55,7,0,0.0,0.55,0.00,0.00,,19.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,466,591,78.8,7091,2808,0,0.3,0.5,-0.3,4,34,7,2,54,483,108,8,0,1,35,100,0,0,0,0,466,13,8,9,4,0,16,37.5,10,7,0,7,15,28,57,0,16,1.26,11,1,0,0,4,0,1,0.08,736,44,223,352,165,8,736,17,7,41.2,6,35.3,300,1551,945,24,18,3,13,4,411,55,3,2,1,14,25,0,35,15,8,1,0,0,38,18,10,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Antoine Hainaut,fr FRA,"DF,MF",Parma,it Serie A,23.0,2002,19,7,820,9.1,1,0,1,1,0,0,3,0,0.6,0.6,0.4,1.0,0.11,0.11,20,28,27,5,2,40.0,0.55,0.22,0.20,0.50,19.6,0,0,0,0.6,0.6,0.11,+0.4,+0.4,277,370,74.9,4375,1839,0,0.4,0.9,-0.4,4,22,10,4,28,315,54,5,0,2,17,48,1,0,0,0,277,19,11,11,5,3,11,81.8,2,11,3,8,12,31,37,0,13,1.43,10,0,1,1,1,0,2,0.22,492,31,137,227,134,8,492,19,10,52.6,7,36.8,245,1302,691,20,11,2,15,6,273,27,3,0,0,9,12,1,17,12,11,0,0,0,40,23,9,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Mohamed Haj,tn TUN,MF,Parma,it Serie A,19.0,2005,15,3,453,5.0,1,2,3,1,0,0,4,0,0.6,0.6,1.2,1.8,0.60,0.36,6,13,28,7,3,42.9,1.39,0.60,0.14,0.33,16.7,0,0,0,0.6,0.6,0.09,+0.4,+0.4,118,151,78.1,1736,541,2,1.2,0.7,+0.8,9,12,6,3,13,145,6,3,0,0,7,0,2,0,0,0,118,3,1,2,1,0,2,50.0,1,3,1,2,4,7,5,0,20,3.96,16,1,1,1,1,0,2,0.40,207,10,30,86,95,18,207,14,4,28.6,10,71.4,122,487,192,6,3,4,10,1,135,28,4,0,0,6,11,0,7,4,1,0,0,0,15,6,6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,26.0,1998,21,20,1736,19.3,4,6,10,4,0,0,4,0,2.6,2.6,6.0,8.6,0.52,0.45,84,146,229,26,11,42.3,1.35,0.57,0.15,0.36,18.3,4,0,0,2.6,2.6,0.10,+1.4,+1.4,1602,1806,88.7,21541,6333,6,6.0,4.8,0.0,46,107,31,9,146,1640,163,28,2,5,70,132,3,0,0,0,1602,43,33,17,16,10,42,57.1,18,22,2,20,28,71,15,3,92,4.77,83,2,3,0,3,1,11,0.57,2010,38,389,828,805,69,2010,45,23,51.1,19,42.2,1164,5175,3077,84,48,18,33,15,1531,229,4,0,0,18,21,7,70,28,33,0,0,0,119,8,11,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Lewis Hall,eng ENG,DF,Newcastle Utd,eng Premier League,20.0,2004,27,24,2189,24.3,0,4,4,0,0,0,3,0,0.4,0.4,4.3,4.7,0.16,0.19,41,123,80,11,1,9.1,0.45,0.04,0.00,0.00,18.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,1300,1592,81.7,21999,8891,4,4.3,3.7,-0.3,34,114,17,5,123,1300,287,68,4,2,110,164,55,45,2,0,1300,58,41,28,22,8,74,54.1,34,33,18,15,18,76,75,3,63,2.59,44,18,0,0,1,0,6,0.25,1820,95,623,804,414,47,1820,21,11,52.4,7,33.3,950,4398,2358,41,22,13,33,20,1094,80,3,0,0,9,21,1,110,18,41,0,0,0,119,30,31,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Sébastien Haller,ci CIV,FW,Leganés,es La Liga,30.0,1994,8,5,404,4.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.00,0.13,3,4,14,4,1,25.0,0.89,0.22,0.00,0.00,14.1,0,0,0,0.4,0.4,0.10,-0.4,-0.4,54,90,60.0,648,93,0,0.2,0.2,-0.2,1,4,0,0,4,85,5,0,2,0,0,0,0,0,0,0,54,2,0,1,0,1,2,50.0,1,1,0,1,0,2,7,0,4,0.89,3,0,1,0,0,0,0,0.00,129,7,21,66,45,11,129,3,1,33.3,1,33.3,56,227,105,3,2,0,17,5,94,14,0,0,0,4,5,7,0,0,0,0,0,0,10,26,17,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,eng Premier League,23.0,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,0.00,0.28,4,3,14,4,0,0.0,2.69,0.00,0.00,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,25,30,83.3,278,29,0,0.1,0.0,-0.1,2,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,1,2,0.0,2,0,0,0,0,1,2,0,8,5.37,4,0,3,0,1,0,0,0.00,53,2,6,20,30,9,53,7,4,57.1,3,42.9,29,187,111,4,3,4,7,4,36,14,3,0,0,8,3,1,0,0,0,0,0,0,4,5,9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,28.0,1997,15,6,729,8.1,1,1,2,1,0,0,3,1,0.4,0.4,0.3,0.7,0.25,0.09,2,21,4,7,1,14.3,0.86,0.12,0.14,1.00,13.1,0,0,0,0.4,0.4,0.06,+0.6,+0.6,261,326,80.1,4576,1532,1,0.3,0.5,+0.7,2,16,0,0,21,302,23,4,0,0,1,16,0,0,0,0,261,9,3,4,4,1,4,50.0,2,17,12,5,6,15,46,1,4,0.49,3,0,0,1,0,0,1,0.12,422,65,233,171,20,8,422,1,1,100.0,0,0.0,191,774,325,2,3,0,3,2,245,4,3,1,1,15,4,0,1,6,3,0,0,0,20,25,16,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Florent Hanin,dz ALG,DF,Angers,fr Ligue 1,35.0,1990,25,23,1991,22.1,1,2,3,1,0,0,1,0,0.9,0.9,1.6,2.6,0.14,0.12,37,80,92,11,1,9.1,0.50,0.05,0.09,1.00,21.2,0,0,0,0.9,0.9,0.09,+0.1,+0.1,940,1244,75.6,15039,6492,2,1.6,1.9,+0.4,20,73,26,16,80,1008,225,29,1,7,81,196,0,0,0,0,940,49,39,30,12,7,50,56.0,22,20,6,14,40,89,77,2,50,2.26,39,5,0,1,3,2,7,0.32,1484,76,498,638,361,16,1484,19,8,42.1,10,52.6,672,3123,1699,37,31,3,25,5,826,92,1,0,0,12,25,0,81,40,39,0,0,0,106,13,26,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Ridgeciano Haps,sr SUR,DF,Venezia,it Serie A,31.0,1993,16,11,1017,11.3,0,0,0,0,0,0,3,0,1.1,1.1,0.4,1.5,0.00,0.13,17,41,33,13,2,15.4,1.15,0.18,0.00,0.00,17.8,0,0,0,1.1,1.1,0.08,-1.1,-1.1,362,462,78.4,6184,2173,0,0.4,0.4,-0.4,5,29,10,5,41,389,68,5,0,2,20,57,0,0,0,0,362,17,10,14,2,1,15,60.0,6,14,3,11,6,23,39,0,16,1.42,12,0,1,2,1,0,0,0.00,568,48,207,262,108,19,568,11,5,45.5,2,18.2,293,1570,958,17,9,4,5,4,335,33,3,0,0,10,12,0,20,6,10,0,1,0,38,8,13,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Amine Harit,ma MAR,MF,Marseille,fr Ligue 1,27.0,1997,9,8,472,5.2,2,3,5,2,0,0,0,1,0.7,0.7,1.3,2.0,0.95,0.39,12,33,21,5,3,60.0,0.95,0.57,0.40,0.67,18.5,0,0,0,0.7,0.7,0.14,+1.3,+1.3,188,225,83.6,2667,787,3,1.3,0.9,+1.7,16,18,6,0,33,204,17,7,3,1,6,0,5,2,1,0,188,7,6,0,5,2,2,50.0,1,6,0,6,3,10,1,1,27,5.15,22,2,1,0,1,1,7,1.33,273,1,25,144,106,14,273,17,8,47.1,7,41.2,191,1004,508,12,14,3,12,12,223,21,0,1,0,5,12,0,6,3,6,1,0,0,20,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Marcus Harness,eng ENG,MF,Ipswich Town,eng Premier League,29.0,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,2,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,10,16,62.5,89,23,0,0.0,0.1,0.0,0,0,2,0,2,16,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,3,0.0,3,2,1,1,0,1,1,0,2,4.00,2,0,0,0,0,0,0,0.00,22,4,7,2,13,3,22,1,0,0.0,1,100.0,9,49,14,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Phil Harres,de GER,FW,Holstein Kiel,de Bundesliga,22.0,2002,18,16,1348,15.0,8,1,9,8,0,0,2,0,4.7,4.7,1.1,5.8,0.60,0.39,8,13,63,33,15,45.5,2.20,1.00,0.24,0.53,13.0,0,0,0,4.7,4.7,0.14,+3.3,+3.3,131,228,57.5,2204,387,1,1.1,1.0,-0.1,8,14,2,1,13,204,24,0,0,1,2,2,0,0,0,0,131,10,10,3,4,3,7,57.1,3,14,3,11,4,14,13,0,19,1.27,12,0,0,3,4,0,5,0.33,415,16,46,232,141,50,415,21,5,23.8,14,66.7,210,817,290,8,11,7,56,24,278,63,2,0,0,32,20,5,2,4,10,0,0,0,34,44,59,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Jack Harrison,eng ENG,FW,Everton,eng Premier League,28.0,1996,25,17,1504,16.7,1,0,1,1,0,0,0,0,3.1,3.1,3.2,6.3,0.06,0.37,45,36,90,24,6,25.0,1.44,0.36,0.04,0.17,15.3,0,0,0,3.1,3.1,0.13,-2.1,-2.1,305,467,65.3,4647,1721,0,3.2,2.3,-3.2,26,22,18,6,36,422,38,11,3,2,82,6,20,17,0,1,305,26,18,11,8,7,29,44.8,16,11,0,11,6,32,24,2,45,2.69,31,5,4,2,3,0,3,0.18,678,22,115,235,334,56,678,60,20,33.3,34,56.7,386,2138,1096,45,23,14,38,33,447,90,0,0,0,10,20,3,82,6,18,0,0,0,54,4,22,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Abdou Harroui,nl NED,"MF,FW",Hellas Verona,it Serie A,27.0,1998,10,5,463,5.1,1,2,3,1,0,0,1,0,2.2,2.2,0.4,2.6,0.58,0.51,23,21,34,15,4,26.7,2.92,0.78,0.07,0.25,17.7,1,0,0,2.2,2.2,0.15,-1.2,-1.2,160,202,79.2,2324,580,2,0.4,0.6,+1.6,4,16,3,2,21,197,4,1,1,0,9,3,0,0,0,0,160,9,6,6,3,0,4,100.0,0,5,0,5,2,11,5,0,15,2.92,13,0,2,0,0,0,3,0.58,283,5,41,144,105,17,283,20,6,30.0,13,65.0,175,1241,631,23,20,4,12,10,203,34,1,0,0,10,3,0,9,2,6,0,0,0,22,8,7,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Taylor Harwood-Bellis,eng ENG,DF,Southampton,eng Premier League,23.0,2002,26,24,2120,23.6,1,0,1,1,0,0,7,0,1.7,1.7,0.8,2.5,0.04,0.11,25,102,8,18,7,38.9,0.76,0.30,0.06,0.14,10.2,0,0,0,1.7,1.7,0.10,-0.7,-0.7,1513,1718,88.1,27888,10047,0,0.8,0.5,-0.8,11,150,8,0,102,1657,59,49,3,7,9,8,0,0,0,0,1513,25,17,12,10,3,27,63.0,10,54,34,20,27,52,101,6,29,1.23,24,0,0,3,1,1,2,0.08,1957,259,910,914,141,32,1957,3,3,100.0,0,0.0,1122,5173,3004,25,25,0,11,5,1431,8,7,0,0,25,12,0,9,27,17,0,0,0,101,47,27,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Hans Hateboer,nl NED,DF,Rennes,fr Ligue 1,31.0,1994,23,16,1499,16.7,0,0,0,0,0,0,3,0,0.4,0.4,1.5,1.9,0.00,0.11,27,89,58,8,0,0.0,0.48,0.00,0.00,,16.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,856,1012,84.6,15017,5305,0,1.5,1.4,-1.5,14,74,12,6,89,928,81,30,0,7,33,51,0,0,0,0,856,29,15,14,10,5,33,51.5,16,17,6,11,26,55,59,2,26,1.56,25,0,0,1,0,0,1,0.06,1174,71,430,558,190,16,1174,9,6,66.7,2,22.2,615,3185,1863,27,19,5,10,5,783,58,3,0,0,17,10,2,33,26,15,0,0,0,55,35,20,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Kjetil Haug,no NOR,GK,Toulouse,fr Ligue 1,26.0,1998,6,5,498,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,82,130,63.1,2380,1676,0,0.0,0.0,0.0,0,3,0,0,0,81,49,14,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0.00,0,0,0,0,0,0,0,0.00,140,116,136,4,0,0,140,0,0,,0,,71,330,193,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,7,1.27,16,9,56.3,2,2,1,1,20.0,0,0,0,0,6.6,0.45,-0.4,-0.06,16,60,26.7,95,13,37.9,34.1,72,5,6.9,3,0.54,12.1
1095,Kai Havertz,de GER,"FW,MF",Arsenal,eng Premier League,25.0,1999,21,21,1839,20.4,9,3,12,9,0,0,4,0,9.4,9.4,2.4,11.8,0.59,0.58,34,59,110,52,21,40.4,2.54,1.03,0.17,0.43,11.7,0,0,0,9.4,9.4,0.18,-0.4,-0.4,401,511,78.5,4833,1010,3,2.4,1.7,+0.6,16,26,8,1,59,503,6,1,1,0,11,5,0,0,0,0,401,16,9,3,6,7,15,26.7,11,22,4,18,6,22,31,1,41,2.01,34,0,1,6,0,0,3,0.15,768,31,88,282,403,103,768,38,9,23.7,24,63.2,411,1957,922,34,23,18,42,22,575,110,4,0,0,36,21,14,11,6,9,0,0,0,39,62,73,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Ayden Heaven,eng ENG,DF,Manchester Utd,eng Premier League,18.0,2006,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,2,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,40,49,81.6,695,185,0,0.0,0.0,0.0,0,2,0,0,2,48,1,1,0,0,0,0,0,0,0,0,40,3,3,1,2,0,2,100.0,0,2,2,0,1,4,6,0,2,1.89,0,0,1,0,1,0,0,0.00,67,21,42,23,3,1,67,2,2,100.0,0,0.0,42,245,122,1,1,0,2,1,40,1,0,0,0,2,3,0,0,1,3,0,0,0,4,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
